Name,Address,City,State,Zip,Discount,Discount_Detail,Link,Latitude,Longitude,Precision,Category1,Category2,Category3,Category4,
Lake Forest Bar & Grill,17535 Ballinger Way NE,Lake Forest Park,WA,98155,2-for-1 Lunch or Dinner,UP TO $15.00 VALUE,http://seattle.entertainment.com/discount/Lake_Forest_Bar__Grill/coupon/00313973003RED01197727EPC00496999PRD00000001.html,47.755564,-122.27951,address,Dining,American,,,
Danny's Pub & Eatery,11516 - 124th Avenue NE,Kirkland,WA,98033,2-for-1 Entree,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Dannys_Pub__Eatery/coupon/00314841003RED01264640EPC00497999PRD00000001.html,47.703048,-122.175664,address,Dining,American,,,
Arby's,15115 N.E. 24th Ave.,Redmond,WA,98052,2-for-1 Discount,FREE SANDWICH,http://seattle.entertainment.com/discount/Arbys/coupon/00300599003RED00102001EPC00496999PRD00000001.html,47.6314,-122.138962,address,Dining,American,,,
Froots,12039 NE 128th Street,Kirkland,WA,98034,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Froots/coupon/00316916003RED01372862EPC00497999PRD00000056.html,47.714766,-122.180012,address,Dining,American,,,
Kidd Valley,15259 N.E. Bel-Red Rd.,Bellevue,WA,98007,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Kidd_Valley/coupon/00300342003RED00000776EPC00496999PRD00000001.html,47.628199,-122.13591,address,Dining,American,,,
The Frankfurter,15600 N.E. 8th,Bellevue,WA,98008,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/The_Frankfurter/coupon/00300137003RED00126054EPC00496999PRD00000001.html,47.61718,-122.132128,address,Dining,American,,,
Crossroads Bar & Grill,15600 NE 8th St.,Bellevue,WA,98008,2-for-1 Lunch or Dinner,UP TO $15.00 VALUE,http://seattle.entertainment.com/discount/Crossroads_Bar__Grill/coupon/00315576003RED01284671EPC00497999PRD00000001.html,47.61718,-122.132128,address,Dining,American,,,
Kidd Valley,6434 Bothell Way N.E.,Kenmore,WA,98028,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Kidd_Valley/coupon/00300342003RED00000775EPC00496999PRD00000001.html,47.758774,-122.255197,address,Dining,American,,,
Sweet Decadence,12835 Newcastle Way,Newcastle,WA,98056,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Sweet_Decadence/coupon/00313424003RED01165291EPC00497999PRD00000001.html,47.539339,-122.169394,address,Dining,American,,,
Skyway Park Bowl Casino & Wok 52 Bistro,11819 Renton Ave. S.,Seattle,WA,98178,2-for-1 Entree,UP TO $14.00 VALUE,http://seattle.entertainment.com/discount/Skyway_Park_Bowl_Casino__Wok_52_Bistro/coupon/00314482003RED01200235EPC00496999PRD00000001.html,47.496788,-122.24479,address,Dining,American,,,
Arby's,8425 244th St. S.W.,Edmonds,WA,98026,2-for-1 Discount,FREE BEEF 'N CHEDDAR SANDWICH,http://seattle.entertainment.com/discount/Arbys/coupon/00300597003RED00000155EPC00496999PRD00000001.html,47.777941,-122.346543,address,Dining,American,,,
America's Diner,8431 - 244th St. SW,Edmonds,WA,98026,2-for-1 Entree,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Americas_Diner/coupon/05005861050RED01380803EPC00497999PRD00000001.html,47.77794,-122.346598,address,Dining,American,,,
Everyday Joe,9649 Firdale Ave,Edmonds,WA,98023,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Everyday_Joe/coupon/00316964003RED01371552EPC00497999PRD00000056.html,47.778372,-122.36253,address,Dining,American,,,
Mick Finster's Pub & Grill,24001 Hwy. 99,Edmonds,WA,98026,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Mick_Finsters_Pub__Grill/coupon/00305529003RED00793860EPC00497999PRD00000056.html,47.781305,-122.344893,address,Dining,American,,,
Oddfellow's Grill on Leary,7979 Leary Way NE,Redmond,WA,98052,2-for-1 Lunch or Dinner,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Oddfellows_Grill_on_Leary/coupon/00313819003RED01184593EPC00496999PRD00000001.html,47.674734,-122.12262,address,Dining,American,,,
Kidd Valley,1201 Lake Washington Blvd.,Renton,WA,98056,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Kidd_Valley/coupon/00300342003RED00433531EPC00496999PRD00000001.html,47.503585,-122.199714,address,Dining,American,,,
Ivar's Seafood Bar,1201 Lake Washington Blvd.,Renton,WA,98055,Special Value,$5.00 VALUE,http://seattle.entertainment.com/discount/Ivars_Seafood_Bar/coupon/00316542003RED00933689EPC00496999PRD00000001.html,47.503585,-122.199714,address,Dining,American,,,
Alexa's Cafe & Catering,10115 Main St.,Bothell,WA,98011,2-for-1 Entree,FREE ENTRÉE,http://seattle.entertainment.com/discount/Alexas_Cafe__Catering/coupon/00300382003RED00394668EPC00496999PRD00000001.html,47.76,-122.205044,address,Dining,American,,,
Great Harvest Bread Co.,17192 Redmond Way,Redmond,WA,98052,Special Offer,FREE LOAF OF HONEY WHOLE WHEAT BREAD,http://seattle.entertainment.com/discount/Great_Harvest_Bread_Co/coupon/00315635003RED01295873EPC00497999PRD00000001.html,47.671064,-122.111416,address,Dining,American,,,
Ivar's Seafood Bar,125 SW 148th Street,Burien,WA,98166,Special Value,$5.00 VALUE,http://seattle.entertainment.com/discount/Ivars_Seafood_Bar/coupon/00316542003RED00933686EPC00496999PRD00000001.html,47.470291,-122.334281,address,Dining,American,,,
Skipper's Seafood & Chowder,901 SW 148th St.,Burien,WA,98166,2-for-1 Discount,ONE CUP OF OUR AWARD WINNING CHOWDER,http://seattle.entertainment.com/discount/Skippers_Seafood__Chowder/coupon/00313081003RED01126257EPC00496999PRD00000001.html,47.470342,-122.345888,address,Dining,American,,,
Ivar's Seafood Bar,9910 Edmonds Way,Edmonds,WA,98020,Special Value,$5.00 VALUE,http://seattle.entertainment.com/discount/Ivars_Seafood_Bar/coupon/00316543003RED00933690EPC00497999PRD00000001.html,47.790391,-122.365657,address,Dining,American,,,
Blazing Bagels,6975 176th Ave. NE,Redmond,WA,98052,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Blazing_Bagels/coupon/00317797003RED01251558EPC00497999PRD00000001.html,47.667108,-122.105796,address,Dining,American,,,
The Australian Pie Co.,425 S. W. 152nd.,Seattle,WA,98166,50% Off Baked Goods,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/The_Australian_Pie_Co/coupon/00306263003RED00405593EPC00497999PRD00000001.html,47.466696,-122.339963,address,Dining,American,,,
Sal's Deli,15212 6th Ave. SW,Burien,WA,98166,2-for-1 Entree,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Sals_Deli/coupon/00314545003RED01245537EPC00496999PRD00000001.html,47.466626,-122.341714,address,Dining,American,,,
B-Town Burgers & Shakes,822 SW 152nd St.,Burien,WA,98166,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/BTown_Burgers__Shakes/coupon/00316982003RED01374038EPC00497999PRD00000056.html,47.466848,-122.345126,address,Dining,American,,,
Mark Restaurant and Bar,918 SW 152nd Street,Burien,WA,98166,2-for-1 Entree,UP TO $20.00 VALUE,http://seattle.entertainment.com/discount/Mark_Restaurant_and_Bar/coupon/00314447003RED01233237EPC00496999PRD00000001.html,47.466902,-122.346241,address,Dining,American,,,
Redhook Ale Brewery,14300 NE 145th Street,Woodinville,WA,98072,2-for-1 Entree,UP TO $12.00 VALUE,http://seattle.entertainment.com/discount/Redhook_Ale_Brewery/coupon/00315401003RED01198491EPC00496999PRD00000001.html,47.732996,-122.148941,address,Dining,American,,,
No Bull Saloon,1190 Sunset Blvd. NE,Renton,WA,98056,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/No_Bull_Saloon/coupon/00313453003RED01167121EPC00497999PRD00000056.html,47.501044,-122.18602,address,Dining,American,,,
Plum Delicious Family Restaurant,3212 N.E. Sunset Blvd.,Renton,WA,98056,2-for-1 Entree,UP TO $12.00 VALUE,http://seattle.entertainment.com/discount/Plum_Delicious_Family_Restaurant/coupon/00315072003RED01201928EPC00497999PRD00000001.html,47.504738,-122.176059,address,Dining,American,,,
Ivar's Seafood Bars,2600 Southcenter Mall,Tukwila,WA,98188,Special Value,$5.00 VALUE,http://seattle.entertainment.com/discount/Ivars_Seafood_Bars/coupon/00316543003RED01126282EPC00497999PRD00000001.html,47.45824,-122.255289,address,Dining,American,,,
Hi-Line Lanes,15733 Ambaum Blvd. S.W.,Burien,WA,98166,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/HiLine_Lanes/coupon/00305819003RED00000731EPC00497999PRD00000001.html,47.461979,-122.336694,address,Dining,American,,,
Texas Smokehouse Bar-B-Q,14455 Woodinville-Redmond Rd.,Woodinville,WA,98072,2-for-1 Dinner,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Texas_Smokehouse_BarBQ/coupon/00308193003RED00492906EPC00496999PRD00000001.html,47.73188,-122.141268,address,Dining,American,,,
Arby's,15822 First Ave. S.,Burien,WA,98148,2-for-1 Discount,FREE CHICKEN SANDWICH,http://seattle.entertainment.com/discount/Arbys/coupon/00300598003RED00000154EPC00496999PRD00000001.html,47.461133,-122.333774,address,Dining,American,,,
Dog & Pony Alehouse & Grill,351 Park Avenue N.,Renton,WA,98055,2-for-1 Entree,UP TO $12.00 VALUE,http://seattle.entertainment.com/discount/Dog__Pony_Alehouse__Grill/coupon/00314692003RED01248282EPC00496999PRD00000001.html,47.487586,-122.202403,address,Dining,American,,,
Club Java,7030 220th St SW,Mountlake Terrace,WA,98043,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Club_Java/coupon/00316960003RED01371809EPC00497999PRD00000056.html,47.799444,-122.328193,address,Dining,American,,,
Rubattino's,808 S. 3rd St.,Renton,WA,98057,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Rubattinos/coupon/00306439003RED00592658EPC00497999PRD00000056.html,47.479848,-122.206439,address,Dining,American,,,
Cedar River Smokehouse,304 Wells Ave. S.,Renton,WA,98057,2-for-1 Entree,UP TO $11.00 VALUE,http://seattle.entertainment.com/discount/Cedar_River_Smokehouse/coupon/00308195003RED00592862EPC00496999PRD00000001.html,47.479518,-122.205299,address,Dining,American,,,
Whistle Stop Ale House,809 S. 4th Street,Renton,WA,98057,2-for-1 Lunch or Dinner,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Whistle_Stop_Ale_House/coupon/00314681003RED01249849EPC00496999PRD00000001.html,47.477981,-122.206457,address,Dining,American,,,
Tot Spot Cafe,17802 134th Ave NE; Suite 6,Woodinville,WA,98072,2-for-1 Menu Item,$7.00 VALUE,http://seattle.entertainment.com/discount/Tot_Spot_Cafe/coupon/00314522003RED01219828EPC00497999PRD00000001.html,47.758254,-122.160583,address,Dining,American,,,
Popeyes,105 S.W. 7th St.,Renton,WA,98055,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Popeyes/coupon/00313208050RED01132854EPC00496999PRD00000001.html,47.473614,-122.218468,address,Dining,American,,,
Shari's Restaurant,1820 SE Maple Valley Hwy,Renton,WA,98057,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284920EPC00496999PRD00000001.html,47.482985,-122.194902,address,Dining,American,,,
Family Fun Center & Bullwinkle's Restaurant,7300 Fun Center Way,Tukwila,WA,98188,2-for-1 Discount,FREE MEDIUM OR LARGE PIZZA,http://seattle.entertainment.com/discount/Family_Fun_Center__Bullwinkles_Restaurant/coupon/00315715003RED01299768EPC00497999PRD00000001.html,47.464999,-122.245388,address,Dining,American,,,
Uncle Peteza's,22624 Meridian Ave S,Bothell,WA,98021,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Uncle_Petezas/coupon/00313550003RED01172908EPC00497999PRD00000056.html,47.792963,-122.233204,address,Dining,American,,,
Walnut Street Coffee,410 Walnut St.,Edmonds,WA,98020,2-for-1 Discount,FREE BEVERAGE,http://seattle.entertainment.com/discount/Walnut_Street_Coffee/coupon/00312787003RED01101746EPC00497999PRD00000001.html,47.807145,-122.378633,address,Dining,American,,,
Sam's Pitt II Mobile BBQ,400 Olympia Ave. NE,Renton,WA,98059,2-for-1 Discount,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Sams_Pitt_II_Mobile_BBQ/coupon/00317773003RED01390068EPC00497999PRD00000001.html,47.48869,-122.171837,address,Dining,American,,,
Northwest Landing,16500 Southcenter Pkwy.,Tukwila,WA,98188,2-for-1 Lunch or Dinner,UP TO $18.00 VALUE,http://seattle.entertainment.com/discount/Northwest_Landing/coupon/00304321003RED00745555EPC00499999PRD00000001.html,47.454813,-122.262275,address,Dining,American,,,
Engel's Deli,115 - 5th Ave. S.,Edmonds,WA,98020,2-for-1 Menu Item,UP TO $7.00 VALUE,http://seattle.entertainment.com/discount/Engels_Deli/coupon/00312783003RED01101726EPC00496999PRD00000001.html,47.810389,-122.37734,address,Dining,American,,,
Channel Marker Pub & Grill,170 Sunset Ave.,Edmonds,WA,98020,2-for-1 Lunch or Dinner,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Channel_Marker_Pub__Grill/coupon/00313734003RED01179828EPC00496999PRD00000001.html,47.810439,-122.383379,address,Dining,American,,,
Baskin-Robbins Ice Cream,993 WestField Southcenter Mall,Seattle,WA,98188,2-for-1 Discount,FREE 16 OZ. CAPPUCCINO BLAST,http://seattle.entertainment.com/discount/BaskinRobbins_Ice_Cream/coupon/05004747003RED01197669EPC00496999PRD00000001.html,47.460656,-122.257769,address,Dining,American,,,
Johnny's Sports Bar & Grill,101 Main St.,Edmonds,WA,98020,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Johnnys_Sports_Bar__Grill/coupon/00312763003RED01101627EPC00497999PRD00000056.html,47.812554,-122.382351,address,Dining,American,,,
McCarthy's Bar & Grill,20610 44th Ave. W.,Lynnwood,WA,98036,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/McCarthys_Bar__Grill/coupon/00310456003RED00925699EPC00497999PRD00000056.html,47.811999,-122.292492,address,Dining,American,,,
Cove To Go Gourmet Meals,17825 1st Ave. S.,Normandy Park,WA,98148,2-for-1 Menu Item,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Cove_To_Go_Gourmet_Meals/coupon/00314570003RED01246883EPC00496999PRD00000001.html,47.443052,-122.334419,address,Dining,American,,,
Benson's Best Bites,17851 First Ave. S.,Normandy Park,WA,98148,2-for-1 Menu Item,UP TO $7.00 VALUE,http://seattle.entertainment.com/discount/Bensons_Best_Bites/coupon/00314541003RED01245582EPC00496999PRD00000001.html,47.442526,-122.334397,address,Dining,American,,,
Lynnwood Bowl and Skate Cafe,6210 200 St. S.W.,Lynnwood,WA,98036,2-for-1 Entree,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Lynnwood_Bowl_and_Skate_Cafe/coupon/00317558003RED01381632EPC00497999PRD00000001.html,47.817417,-122.317272,address,Dining,American,,,
Doc's Hideaway Grill,22118 20th Ave. SE; Ste. 127,Bothell,WA,98021,2-for-1 Menu Item,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Docs_Hideaway_Grill/coupon/00317044003RED01373072EPC00497999PRD00000001.html,47.797554,-122.205439,address,Dining,American,,,
Just Left Pub & Grill,4308 198th St SW,Lynnwood,WA,98036,2-for-1 Lunch or Dinner,$7.00 VALUE,http://seattle.entertainment.com/discount/Just_Left_Pub__Grill/coupon/00315645003RED01284456EPC00497999PRD00000001.html,47.819248,-122.290894,address,Dining,American,,,
Espresso Buono,5106 196th St Sw,Lynnwood,WA,98036,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Espresso_Buono/coupon/00315254003RED01276210EPC00497999PRD00000001.html,47.820997,-122.301925,address,Dining,American,,,
Arby's,4910 196th St. S.W.,Lynnwood,WA,98036,2-for-1 Discount,FREE SANDWICH,http://seattle.entertainment.com/discount/Arbys/coupon/00300599003RED00000158EPC00496999PRD00000001.html,47.820953,-122.299262,address,Dining,American,,,
Shari's Restaurant,19428 Hwy 99,Lynnwood,WA,98036,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284923EPC00496999PRD00000001.html,47.822146,-122.314502,address,Dining,American,,,
Dave's Burgers,19509 44th Ave. West,Lynnwood,WA,98036,2-for-1 Menu Item,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Daves_Burgers/coupon/00315351003RED01279948EPC00496999PRD00000001.html,47.821815,-122.292208,address,Dining,American,,,
Cloverleaf Sports Bar & Grill,1240 Hollis St.,Bremerton,WA,98310,2-for-1 Lunch or Dinner,UP TO $6.00 VALUE,http://seattle.entertainment.com/discount/Cloverleaf_Sports_Bar__Grill/coupon/05004331050RED01115501EPC00496999PRD00000001.html,47.602706,-122.627984,address,Dining,American,,,
Shari's Restaurant,4220 Wheaton Way,Bremerton,WA,98310,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284933EPC00496999PRD00000001.html,47.603711,-122.628887,address,Dining,American,,,
Dave's Diner & Brew,2825 S. 188th,SeaTac,WA,98188,2-for-1 Dinner,UP TO $11.00 VALUE,http://seattle.entertainment.com/discount/Daves_Diner__Brew/coupon/00308201003RED00788072EPC00496999PRD00000001.html,47.434429,-122.2974,address,Dining,American,,,
Popeyes Chicken and Biscuits,3560 Wheaton Way,Bremerton,WA,98310,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Popeyes_Chicken_and_Biscuits/coupon/00313208003RED01136492EPC00496999PRD00000001.html,47.597299,-122.629234,address,Dining,American,,,
Rumbar Cafe,1412 SW 43rd St.,Renton,WA,98057,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Rumbar_Cafe/coupon/00317310003RED01379566EPC00497999PRD00000056.html,47.441379,-122.235164,address,Dining,American,,,
Corner Coffee Bar & Café,18401 76th Ave W; Ste. 103,Edmonds,WA,98026,2-for-1 Menu Item,UP TO $6.00 VALUE,http://seattle.entertainment.com/discount/Corner_Coffee_Bar__Caf/coupon/00314206003RED01203107EPC00496999PRD00000001.html,47.832024,-122.33752,address,Dining,American,,,
Baskin-Robbins® Ice Cream,1590 N.W. Gilman Blvd.,Issaquah,WA,98027,2-for-1 Discount,FREE REGULAR SINGLE SCOOP CONE,http://seattle.entertainment.com/discount/BaskinRobbinsreg_Ice_Cream/coupon/05004755003RED01214356EPC00496999PRD00000001.html,47.545836,-122.060906,address,Dining,American,,,
Popeyes Chicken and Biscuits,3001 Mile Hill Dr.,Port Orchard,WA,98366,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Popeyes_Chicken_and_Biscuits/coupon/00313208003RED01136491EPC00496999PRD00000001.html,47.534085,-122.611561,address,Dining,American,,,
Coffee Oasis,822 Burwell St,Bremerton,WA,98337,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Coffee_Oasis/coupon/05005038050RED01268677EPC00497999PRD00000056.html,47.565139,-122.631843,address,Dining,American,,,
Shari's Restaurant,10619 SE Carr Rd.,Renton,WA,98055,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284935EPC00496999PRD00000001.html,47.444999,-122.198842,address,Dining,American,,,
Double Wired Espresso,10622 SE Carr Rd,Renton,WA,98055,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Double_Wired_Espresso/coupon/00317278003RED01379044EPC00497999PRD00000056.html,47.44528,-122.198787,address,Dining,American,,,
Gaslamp Bar & Grill,1315 NW Mall St,Issaquah,WA,98027,2-for-1 Entree,FREE ENTREE,http://seattle.entertainment.com/discount/Gaslamp_Bar__Grill/coupon/00315400003RED01105045EPC00496999PRD00000001.html,47.544227,-122.058989,address,Dining,American,,,
Rock N Roll Burger,1235 NW Maple St.,Issaquah,WA,98027,2-for-1 Menu Item,UP TO $6.00 VALUE,http://seattle.entertainment.com/discount/Rock_N_Roll_Burger/coupon/00317132003RED01376641EPC00497999PRD00000001.html,47.542847,-122.058336,address,Dining,American,,,
Skipper's Seafood & Chowder,17808 108th Ave. SE,Renton,WA,98055,2-for-1 Discount,FREE TWO PIECE FISH,http://seattle.entertainment.com/discount/Skippers_Seafood__Chowder/coupon/00313078003RED01126263EPC00496999PRD00000001.html,47.442836,-122.19675,address,Dining,American,,,
Marco's Restaurant & Lounge,17525 Hwy. 99; Ste. A,Lynnwood,WA,98037,2-for-1 Entree,UP TO $12.00 VALUE,http://seattle.entertainment.com/discount/Marcos_Restaurant__Lounge/coupon/00309034003RED00912656EPC00496999PRD00000001.html,47.839922,-122.298676,address,Dining,American,,,
Field of Champions Sports Bar & Grill,385 NW Gilman Blvd.,Issaquah,WA,98027,2-for-1 Lunch or Dinner,UP TO $14.00 VALUE,http://seattle.entertainment.com/discount/Field_of_Champions_Sports_Bar__Grill/coupon/00317499003RED01381836EPC00497999PRD00000001.html,47.540877,-122.041754,address,Dining,American,,,
Fatburger,6220 E. Lake Sammamish Pkwy S.E.; Ste. D,Issaquah,WA,98027,2-for-1 Discount,FREE GRILLED CHICKEN SANDWICH,http://seattle.entertainment.com/discount/Fatburger/coupon/00316331003RED01308666EPC00497999PRD00000001.html,47.545388,-122.038307,address,Dining,American,,,
Issaquah Coffee Company,317 NW Gilman,Issaquah,WA,98027,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Issaquah_Coffee_Company/coupon/00317496003RED01381852EPC00497999PRD00000056.html,47.540477,-122.040936,address,Dining,American,,,
GW's Soup; Salad and Subs,337 N Callow Ave,Bremerton,WA,98312,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/GWs_Soup_Salad_and_Subs/coupon/05004979050RED01262241EPC00497999PRD00000056.html,47.566315,-122.65352,address,Dining,American,,,
Mr. Moo's BBQ,23445 NE Novelty Hill Road,Redmond,WA,98053,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Mr_Moos_BBQ/coupon/00316219003RED01324323EPC00497999PRD00000056.html,47.699833,-122.02616,address,Dining,American,,,
Tuscany at Des Moines Creek,21830 Marine View Dr. S.,Des Moines,WA,98198,2-for-1 Entree,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Tuscany_at_Des_Moines_Creek/coupon/00314270003RED01212157EPC00496999PRD00000001.html,47.406759,-122.324756,address,Dining,American,,,
Lighthouse Restaurant,429 Bay St.,Port Orchard,WA,98366,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Lighthouse_Restaurant/coupon/05006123050RED01389333EPC00497999PRD00000056.html,47.539564,-122.642617,address,Dining,American,,,
Snap Dogs Diner,1386 Lund Ave.; Ste. 6,Port Orchard,WA,98366,20% Off Food,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Snap_Dogs_Diner/coupon/05004910050RED01245998EPC00497999PRD00000056.html,47.519562,-122.633956,address,Dining,American,,,
Lighthouse Lounge,22239 Marine View Drive S.,Des Moines,WA,98198,2-for-1 Entree,UP TO $17.00 VALUE,http://seattle.entertainment.com/discount/Lighthouse_Lounge/coupon/00314537003RED01245559EPC00496999PRD00000001.html,47.402637,-122.324805,address,Dining,American,,,
All-Star Sports Bar,22303 Marine View Drive S,Des Moines,WA,98198,2-for-1 Lunch,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/AllStar_Sports_Bar/coupon/00317204003RED01375623EPC00497999PRD00000001.html,47.401708,-122.324749,address,Dining,American,,,
Des Moines Dog House,22302 Marine View Dr. S.,Des Moines,WA,98198,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Des_Moines_Dog_House/coupon/00310927003RED00936800EPC00496999PRD00000001.html,47.401717,-122.324352,address,Dining,American,,,
Kidz-n-Coffee,1120 164th Street S.W.; Suite C,Lynnwood,WA,98087,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/KidznCoffee/coupon/00314831003RED01263306EPC00497999PRD00000056.html,47.849559,-122.248942,address,Dining,American,,,
13th Ave. Pub & Eatery,1233 164th St. S.W.; Ste. J,Lynnwood,WA,98087,2-for-1 Entree,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/13th_Ave_Pub__Eatery/coupon/00310678003RED00850012EPC00496999PRD00000001.html,47.849856,-122.250318,address,Dining,American,,,
Suzy Q's Espresso,511 164th St. SW,Lynnwood,WA,98037,50% Off Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Suzy_Qs_Espresso/coupon/00317002003RED01372058EPC00497999PRD00000001.html,47.849622,-122.240288,address,Dining,American,,,
Something Delicious Bakery,21224 - 84th Ave. S,Kent,WA,98032,50% Off Baked Goods,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Something_Delicious_Bakery/coupon/05005820050RED01379567EPC00497999PRD00000001.html,47.410807,-122.227778,address,Dining,American,,,
Elliott Bay Pizza,800 164th St. SE; Ste. L,Mill Creek,WA,98012,2-for-1 Menu Item,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Elliott_Bay_Pizza/coupon/00315689003RED01286239EPC00496999PRD00000001.html,47.849297,-122.222024,address,Dining,American,,,
All Star Lanes & Casino,10710 Silverdale Way NW,Silverdale,WA,98383,2-for-1 Lunch or Dinner,UP TO $8.00 VALUE,http://seattle.entertainment.com/discount/All_Star_Lanes__Casino/coupon/05001078050RED00662257EPC00496999PRD00000001.html,47.660439,-122.685255,address,Dining,American,,,
Skipper's Seafood & Chowder,10725 Silverdale Way NW,Silverdale,WA,98383,2-for-1 Discount,ONE CUP OF OUR AWARD WINNING CHOWDER,http://seattle.entertainment.com/discount/Skippers_Seafood__Chowder/coupon/00313081003RED01126264EPC00496999PRD00000001.html,47.660632,-122.685571,address,Dining,American,,,
Shari's Restaurant,16330 Bothell-Everett Hwy,Mill Creek,WA,98012,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284919EPC00496999PRD00000001.html,47.850063,-122.217925,address,Dining,American,,,
Ivar's Seafood Bars,14912 Hwy. 99,Lynnwood,WA,98036,Special Value,$5.00 VALUE,http://seattle.entertainment.com/discount/Ivars_Seafood_Bars/coupon/00316543003RED01205499EPC00497999PRD00000001.html,47.863138,-122.283177,address,Dining,American,,,
Wing Dome,21008 108th Ave. SE,Kent,WA,98031,2-for-1 Entree,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Wing_Dome/coupon/00317785003RED01277120EPC00497999PRD00000001.html,47.413751,-122.196844,address,Dining,American,,,
Shari's Restaurant,3070 Bucklin Hill Rd.,Silverdale,WA,98383,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284931EPC00496999PRD00000001.html,47.65071,-122.690924,address,Dining,American,,,
Yacht Club,9226 Bayshore DR NW,Silverdale,WA,98383,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Yacht_Club/coupon/05005712050RED01376218EPC00497999PRD00000056.html,47.646817,-122.693947,address,Dining,American,,,
Big Apple Bagels,23321 Pacific Hwy. S.,Kent,WA,98032,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Big_Apple_Bagels/coupon/00309392003RED00920087EPC00497999PRD00000056.html,47.392364,-122.295084,address,Dining,American,,,
