Name,Address,City,State,Zip,Discount,Discount_Detail,Link,Latitude,Longitude,Precision,Category1,Category2,Category3,Category4,
Marysville/Tulalip Bob's,8822 Quilceda Pkwy,Tulalip,WA,98271,Special Value,UP TO $12.00 VALUE,http://seattle.entertainment.com/discount/MarysvilleTulalip_Bobs/coupon/97002724970RED01390785EPC00497999PRD00000001.html,48.078889,-122.190054,address,Dining,American,,,
Cedarcrest Grill,6810 84th Street Northeast,Marysville,WA,98270,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Cedarcrest_Grill/coupon/00316864003RED01357193EPC00497999PRD00000056.html,48.071582,-122.139978,address,Dining,American,,,
Bowlero Lanes Restaurant & Lounge,3852 Stellacoom Blvd. S.W.,Lakewood,WA,98499,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Bowlero_Lanes_Restaurant__Lounge/coupon/05003629050RED00944464EPC00497999PRD00000056.html,47.176302,-122.488446,address,Dining,American,,,
Fan Club Sports Bar,8315 83rd Ave SW,Lakewood,WA,98498,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Fan_Club_Sports_Bar/coupon/05005593050RED01369292EPC00497999PRD00000056.html,47.181504,-122.547489,address,Dining,American,,,
Shari's Restaurant,10904 Canyon Rd. E,Puyallup,WA,98373,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284940EPC00496999PRD00000001.html,47.156443,-122.357404,address,Dining,American,,,
Baskin-Robbins® Ice Cream,11012 Canyon Road,Puyallup,WA,98373,2-for-1 Discount,FREE 16 OZ. CAPPUCCINO BLAST,http://seattle.entertainment.com/discount/BaskinRobbinsreg_Ice_Cream/coupon/05004747050RED01377742EPC00496999PRD00000001.html,47.155791,-122.357402,address,Dining,American,,,
Shari's Restaurant,107 37th Ave. SE,Puyallup,WA,98374,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284939EPC00496999PRD00000001.html,47.156782,-122.292149,address,Dining,American,,,
Ivar's Seafood Bar,10114 S. Tacoma Way,Tacoma,WA,98499,Special Value,$5.00 VALUE,http://seattle.entertainment.com/discount/Ivars_Seafood_Bar/coupon/00316542003RED00933684EPC00496999PRD00000001.html,47.165149,-122.483808,address,Dining,American,,,
Baskin-Robbins® Ice Cream,3850 S. Meridian; #1A,Puyallup,WA,98373,2-for-1 Discount,FREE 16 OZ. CAPPUCCINO BLAST,http://seattle.entertainment.com/discount/BaskinRobbinsreg_Ice_Cream/coupon/05004747050RED01377740EPC00496999PRD00000001.html,32.359609,-88.716297,address,Dining,American,,,
Skipper's Seafood & Chowder,3932 S. Meridian,Puyallup,WA,98373,2-for-1 Discount,FREE TWO PIECE FISH,http://seattle.entertainment.com/discount/Skippers_Seafood__Chowder/coupon/00313078003RED01126262EPC00496999PRD00000001.html,47.153929,-122.293094,address,Dining,American,,,
Arby's,9824 Gravelly Lake Dr.,Tacoma,WA,98499,2-for-1 Discount,FREE BEEF 'N CHEDDAR SANDWICH,http://seattle.entertainment.com/discount/Arbys/coupon/00300597003RED00000157EPC00496999PRD00000001.html,47.168194,-122.520595,address,Dining,American,,,
Shari's Restaurant,20805 Hwy 410,Bonney Lake,WA,98390,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284943EPC00496999PRD00000001.html,47.168205,-122.152739,address,Dining,American,,,
Hop Jack's,21290 SR 410 E.,Bonney Lake,WA,98391,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Hop_Jacks/coupon/05005546050RED01352081EPC00497999PRD00000056.html,47.167725,-122.145595,address,Dining,American,,,
Pizza Time,11515 State Ave Suite C,Marysville,WA,98271,Special Offer,UP TO $8.00 VALUE,http://seattle.entertainment.com/discount/Pizza_Time/coupon/97001974970RED01208208EPC00497999PRD00000001.html,48.098935,-122.174625,address,Dining,American,,,
Jet City Pizza Co.,11515 State Ave.; Suite C,Marysville,WA,98271,20% Off Pizza,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Jet_City_Pizza_Co/coupon/97002527970RED01374578EPC00497999PRD00000056.html,48.098935,-122.174625,address,Dining,American,,,
Andre's Bar & Grill,9902 219th Ave. Ct. E.,Bonney Lake,WA,98391,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Andres_Bar__Grill/coupon/05005481050RED01350069EPC00497999PRD00000056.html,47.166848,-122.137342,address,Dining,American,,,
Rhodies Smokin BBQ,11601 State Avenue,Marysville,WA,98271,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Rhodies_Smokin_BBQ/coupon/00314940003RED01267220EPC00497999PRD00000056.html,48.100187,-122.175058,address,Dining,American,,,
Deli at Marysville Shell,11601 State Ave NE,Marysville,WA,98271,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Deli_at_Marysville_Shell/coupon/97002551970RED01374292EPC00497999PRD00000056.html,48.100187,-122.175058,address,Dining,American,,,
Trellis Cafe,10312 - 120th St. E,Puyallup,WA,98374,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Trellis_Cafe/coupon/05005833050RED01377774EPC00497999PRD00000056.html,47.14733,-122.291834,address,Dining,American,,,
Old 99 Espresso,12319 Smokey Point Blvd.,Marysville,WA,98271,50% Off Total Bill,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Old_99_Espresso/coupon/97001466970RED00918845EPC00497999PRD00000001.html,48.106196,-122.177301,address,Dining,American,,,
Steilacoom Pub & Grill,1202 Rainier St,Steilacoom,WA,98388,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Steilacoom_Pub__Grill/coupon/00316865003RED01357323EPC00497999PRD00000001.html,47.169533,-122.602817,address,Dining,American,,,
Espresso by the bay,1203 Rainier St,Steilacoom,WA,98388,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Espresso_by_the_bay/coupon/05005575050RED01357265EPC00497999PRD00000056.html,47.169727,-122.602817,address,Dining,American,,,
Skipper's Seafood & Chowder,13721 Pacific Ave.,Tacoma,WA,98444,2-for-1 Discount,FREE TWO PIECE FISH,http://seattle.entertainment.com/discount/Skippers_Seafood__Chowder/coupon/00313078003RED01126268EPC00496999PRD00000001.html,47.132192,-122.434488,address,Dining,American,,,
Great Harvest Bread Co.,14207 Meridian E.,Puyallup,WA,98373,Special Offer,FREE LOAF OF HONEY WHOLE WHEAT BREAD,http://seattle.entertainment.com/discount/Great_Harvest_Bread_Co/coupon/00315635003RED01295872EPC00497999PRD00000001.html,47.127147,-122.292858,address,Dining,American,,,
Fire Creek Grill,15711 Marine Drive NE,Stanwood,WA,98292,Special Value,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Fire_Creek_Grill/coupon/97002751970RED01391494EPC00497999PRD00000056.html,48.139306,-122.35847,address,Dining,American,,,
Main Street Coffee House,691 Main St.,Buckley,WA,98321,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Main_Street_Coffee_House/coupon/05005686050RED01375703EPC00497999PRD00000056.html,47.162913,-122.028408,address,Dining,American,,,
Popeyes Chicken and Biscuits,16402 Meridian St. E.,Puyallup,WA,98375,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Popeyes_Chicken_and_Biscuits/coupon/00313208003RED01136490EPC00496999PRD00000001.html,47.107263,-122.293628,address,Dining,American,,,
The Cellar,16710 Smokey Point Blvd.,Arlington,WA,98223,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/The_Cellar/coupon/97002378970RED01370697EPC00497999PRD00000056.html,48.147981,-122.183136,address,Dining,American,,,
Baskin-Robbins® Ice Cream,17404 Meridian Ave. E.,Puyallup,WA,98375,2-for-1 Discount,FREE 16 OZ. CAPPUCCINO BLAST,http://seattle.entertainment.com/discount/BaskinRobbinsreg_Ice_Cream/coupon/05004747050RED01377741EPC00496999PRD00000001.html,47.099305,-122.293725,address,Dining,American,,,
Paradise Burgers & Deli,17323 Smokey Point Blvd.,Arlington,WA,98223,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Paradise_Burgers__Deli/coupon/97002090970RED01271204EPC00497999PRD00000056.html,48.153387,-122.18275,address,Dining,American,,,
Nadine's All American Restaurant,3131 Smokey Point Drive,Arlington,WA,98223,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Nadines_All_American_Restaurant/coupon/97002142970RED01275679EPC00497999PRD00000056.html,48.15484,-122.187319,address,Dining,American,,,
Aces Casino and Sports Bar,5200 172nd St NE; Suite D,Arlington,WA,98223,20% Off Total Bill,20% OFF,http://seattle.entertainment.com/discount/Aces_Casino_and_Sports_Bar/coupon/97001984970RED01205853EPC00497999PRD00000056.html,48.151986,-122.159503,address,Dining,American,,,
Gleneagle Family Restaurant Bar & Grill,7619 Country Club Dr.,Arlington,WA,98223,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Gleneagle_Family_Restaurant_Bar__Grill/coupon/97002687970RED01387633EPC00497999PRD00000056.html,48.156713,-122.127531,address,Dining,American,,,
Flying J Cafe,18824 59th Dr NE,Arlington,WA,98223,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Flying_J_Cafe/coupon/97002364970RED01370472EPC00497999PRD00000056.html,48.16719,-122.151787,address,Dining,American,,,
America's Diner,20420 Mountain Hwy E.,Spanaway,WA,98387,2-for-1 Entree,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Americas_Diner/coupon/05005861050RED01380805EPC00497999PRD00000001.html,47.072035,-122.41976,address,Dining,American,,,
R & R LIVE Sports Bar & Grill,9807 224th St. E.,Graham,WA,98338,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/R__R_LIVE_Sports_Bar__Grill/coupon/05005917050RED01381840EPC00497999PRD00000056.html,47.053273,-122.299486,address,Dining,American,,,
The Local Scoop Cafe,434 North Olympic Ave,Arlington,WA,98223,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/The_Local_Scoop_Cafe/coupon/00316872003RED01367437EPC00497999PRD00000056.html,48.196564,-122.126542,address,Dining,American,,,
Saras Deli,9902 270th Street,Stanwood,WA,98292,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Saras_Deli/coupon/97002310970RED01331672EPC00497999PRD00000056.html,48.241386,-122.366997,address,Dining,American,,,
Gerry Andal's,27021 102nd Ave NW,Stanwood,WA,98292,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Gerry_Andals/coupon/97002286970RED01296002EPC00497999PRD00000056.html,48.241795,-122.370444,address,Dining,American,,,
Sahara Pizza,27018 102nd NW,Stanwood,WA,98292,50% Off Pizza,UP TO $8.00 VALUE,http://seattle.entertainment.com/discount/Sahara_Pizza/coupon/00317630970RED01378938EPC00497999PRD00000001.html,48.241796,-122.370772,address,Dining,American,,,
Conway Boxcar Grill,8630 271st Street NW,Stanwood,WA,98292,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Conway_Boxcar_Grill/coupon/97002427970RED01371772EPC00497999PRD00000056.html,48.241958,-122.351516,address,Dining,American,,,
Pizza Factory,107 S. Main St.; Ste. B101,Coupeville,WA,98239,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Pizza_Factory/coupon/97002630970RED01378756EPC00497999PRD00000056.html,48.21102,-122.685929,address,Dining,American,,,
NorthFork Bar & Grill,19330 N US Hwy 101,Skokomish Nation,WA,98584,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/NorthFork_Bar__Grill/coupon/05005635050RED01374001EPC00497999PRD00000056.html,47.335146,-123.160735,address,Dining,American,,,
Beau Legs Fish N Chips,8765 Tallon Lane E.,Lacey,WA,98516,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Beau_Legs_Fish_N_Chips/coupon/05005937050RED01381056EPC00497999PRD00000056.html,47.059474,-122.754003,address,Dining,American,,,
Julia's Bakery & Cafe,7209 Martin Way E.,Olympia,WA,98516,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Julias_Bakery__Cafe/coupon/05005865050RED01380791EPC00497999PRD00000056.html,47.052564,-122.78473,address,Dining,American,,,
Shari's Restaurant,4525 Martin Way E,Olympia,WA,98516,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284937EPC00496999PRD00000001.html,47.048446,-122.824656,address,Dining,American,,,
Skipper's Seafood & Chowder,3812 Pacific Ave. SE,Lacey,WA,98503,2-for-1 Discount,ONE CUP OF OUR AWARD WINNING CHOWDER,http://seattle.entertainment.com/discount/Skippers_Seafood__Chowder/coupon/00313081003RED01126260EPC00496999PRD00000001.html,47.040232,-122.837659,address,Dining,American,,,
Shari's Restaurant,3425 SE Pacific Ave.,Olympia,WA,98501,Special Offer,FREE CLASSIC PIE,http://seattle.entertainment.com/discount/Sharis_Restaurant/coupon/87006377870RED01284942EPC00496999PRD00000001.html,47.041626,-122.847724,address,Dining,American,,,
The Buzz,128 N. Sequim Ave.,Sequim,WA,98382,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/The_Buzz/coupon/05001788050RED00717485EPC00497999PRD00000001.html,48.079954,-123.102131,address,Dining,American,,,
Inferno Burgers Brew & More,930 SE Pioneer Way,Oak Harbor,WA,98277,20% Off Total Bill,20% OFF,http://seattle.entertainment.com/discount/Inferno_Burgers_Brew__More/coupon/97002059970RED01227786EPC00497999PRD00000056.html,48.289071,-122.646191,address,Dining,American,,,
Artie's Restaurant,430 SE Pioneer Way,Oak Harbor,WA,98277,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Arties_Restaurant/coupon/97002521970RED01376108EPC00497999PRD00000056.html,48.288174,-122.652186,address,Dining,American,,,
Popeyes Chicken and Biscuits,1250 W. Washington St.,Sequim,WA,98382,2-for-1 Menu Item,FREE MENU ITEM,http://seattle.entertainment.com/discount/Popeyes_Chicken_and_Biscuits/coupon/00313208003RED01136495EPC00496999PRD00000001.html,48.07794,-123.133129,address,Dining,American,,,
C&D Gourmet Coffee Company,203 4th Avenue E,Olympia,WA,98501,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/CD_Gourmet_Coffee_Company/coupon/05005211050RED01298733EPC00497999PRD00000056.html,47.044926,-122.900274,address,Dining,American,,,
Baskin-Robbins Ice Cream,3010 Harrison Ave. NW,Olympia,WA,98502,2-for-1 Discount,FREE 16 OZ. CAPPUCCINO BLAST,http://seattle.entertainment.com/discount/BaskinRobbins_Ice_Cream/coupon/05004747050RED01199002EPC00496999PRD00000001.html,47.047277,-122.939599,address,Dining,American,,,
Hop Jack's,4739 Avery Lane SE,Lacey,WA,98503,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Hop_Jacks/coupon/05005546050RED01352082EPC00497999PRD00000056.html,46.998714,-122.824049,address,Dining,American,,,
Willoughby's Restaurant,113 Yelm Ave. E,Yelm,WA,98597,20% Off Total Bill,UP TO $25.00 VALUE,http://seattle.entertainment.com/discount/Willoughbys_Restaurant/coupon/05006018050RED01381843EPC00497999PRD00000056.html,46.941744,-122.606484,address,Dining,American,,,
Catfish Corner,2726 E. Cherry St.,Seattle,WA,98122,2-for-1 Menu Item,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Catfish_Corner/coupon/00314763003RED01252275EPC00496999PRD00000001.html,47.60807,-122.296679,address,Dining,Cajun/Creole,,,
Chicken Express,3621 33rd Ave. S.; Ste. C5,Seattle,WA,98144,2-for-1 Menu Item,$5.00 VALUE,http://seattle.entertainment.com/discount/Chicken_Express/coupon/00317771003RED01389455EPC00497999PRD00000001.html,47.571118,-122.291144,address,Dining,Cajun/Creole,,,
Celtic Bayou,7281 W. Lake Sammamish Pkwy. NE,Redmond,WA,98052,Special Offer,UP TO $13.00 VALUE,http://seattle.entertainment.com/discount/Celtic_Bayou/coupon/00315412003RED01085521EPC00497999PRD00000001.html,47.669424,-122.130074,address,Dining,Cajun/Creole,,,
Celtic Bayou,19800 44th Ave. W.,Lynnwood,WA,98036,Special Offer,UP TO $13.00 VALUE,http://seattle.entertainment.com/discount/Celtic_Bayou/coupon/00315412003RED01279794EPC00497999PRD00000001.html,47.819168,-122.292586,address,Dining,Cajun/Creole,,,
Catfish Corner,25445 - 104th Avenue SE,Kent,WA,98030,2-for-1 Menu Item,UP TO $9.00 VALUE,http://seattle.entertainment.com/discount/Catfish_Corner/coupon/00314763003RED01252276EPC00496999PRD00000001.html,47.373816,-122.202573,address,Dining,Cajun/Creole,,,
Serious Soul Food,35501 21st Ave SW,Federal Way,WA,98023,10% Off Discount,10% OFF,http://seattle.entertainment.com/discount/Serious_Soul_Food/coupon/05005589050RED01367404EPC00497999PRD00000056.html,47.283414,-122.361329,address,Dining,Cajun/Creole,,,
Island Soul Authentic Carribean Cuisine,4869 Rainier Ave S,Seattle,WA,98118,2-for-1 Dinner,UP TO $10.00 VALUE,http://seattle.entertainment.com/discount/Island_Soul_Authentic_Carribean_Cuisine/coupon/00317458003RED01379521EPC00497999PRD00000001.html,47.558287,-122.285486,address,Dining,Caribbean,,,
Kallaloo,3820 S. Ferdinand St.,Seattle,WA,98118,2-for-1 Lunch or Dinner,UP TO $15.00 VALUE,http://seattle.entertainment.com/discount/Kallaloo/coupon/00314690003RED01248491EPC00496999PRD00000001.html,47.557992,-122.284631,address,Dining,Caribbean,,,
Caffe Ladro,600 Queen Anne Ave. N.,Seattle,WA,98109,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Caffe_Ladro/coupon/00315119003RED00671689EPC00496999PRD00000001.html,47.624622,-122.356667,address,Dining,Coffee House,,,
Caffe Ladro,2205 Queen Anne Ave. N.,Seattle,WA,98109,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Caffe_Ladro/coupon/00315119003RED00671688EPC00496999PRD00000001.html,47.638542,-122.357127,address,Dining,Coffee House,,,
Tully's Coffee,150 W Harrison St,Seattle,WA,98119,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236518EPC00496999PRD00000001.html,47.622255,-122.358715,address,Dining,Coffee House,,,
Caffe Ladro,801 Pine St.,Seattle,WA,98101,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Caffe_Ladro/coupon/00315119003RED00671692EPC00496999PRD00000001.html,47.613055,-122.33295,address,Dining,Coffee House,,,
Tully's Coffee,1601 5th Ave,Seattle,WA,98101,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236493EPC00496999PRD00000001.html,47.611675,-122.33661,address,Dining,Coffee House,,,
Tully's Coffee,2000 1st Ave,Seattle,WA,98121,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236482EPC00496999PRD00000001.html,47.611185,-122.342678,address,Dining,Coffee House,,,
Tully's Coffee,800 Convention Pl,Seattle,WA,98101,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236532EPC00496999PRD00000001.html,47.611408,-122.331474,address,Dining,Coffee House,,,
Tully's Coffee,2001 Western Ave Ste 110a,Seattle,WA,98121,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236503EPC00496999PRD00000001.html,47.610379,-122.343796,address,Dining,Coffee House,,,
Caffe Ladro,435 - 15th Ave. E.,Seattle,WA,98112,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Caffe_Ladro/coupon/00315119003RED00671693EPC00496999PRD00000001.html,47.62248,-122.312764,address,Dining,Coffee House,,,
Tully's Coffee,824 E Pike St,Seattle,WA,98122,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236510EPC00496999PRD00000001.html,47.614212,-122.32171,address,Dining,Coffee House,,,
Tully's Coffee,601 Union St,Seattle,WA,98101,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236494EPC00496999PRD00000001.html,47.610115,-122.333417,address,Dining,Coffee House,,,
The Bagel Deli,340 15th Ave. E.,Seattle,WA,98112,50% Off Total Bill,UP TO $6.00 VALUE,http://seattle.entertainment.com/discount/The_Bagel_Deli/coupon/00305532003RED00793825EPC00497999PRD00000001.html,47.621403,-122.312466,address,Dining,Coffee House,,,
Tully's Coffee,1401 4th Ave,Seattle,WA,98101,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236488EPC00496999PRD00000001.html,47.609208,-122.335883,address,Dining,Coffee House,,,
Tully's Coffee,925 Seneca St,Seattle,WA,98101,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236523EPC00496999PRD00000001.html,47.609844,-122.328228,address,Dining,Coffee House,,,
Caffe Ladro,108 Union St.,Seattle,WA,98101,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Caffe_Ladro/coupon/00315119003RED00671695EPC00496999PRD00000001.html,47.607868,-122.339094,address,Dining,Coffee House,,,
Tully's Coffee,101 Nickerson St,Seattle,WA,98109,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236531EPC00496999PRD00000001.html,47.648179,-122.354431,address,Dining,Coffee House,,,
Tully's Coffee,746 19th Ave E,Seattle,WA,98112,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236496EPC00496999PRD00000001.html,47.626005,-122.307115,address,Dining,Coffee House,,,
Tully's Coffee,1222 Post Aly,Seattle,WA,98101,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236487EPC00496999PRD00000001.html,47.607619,-122.339663,address,Dining,Coffee House,,,
Chocolati Cafe,1000 4th Ave.,Seattle,WA,98104,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Chocolati_Cafe/coupon/00312539003RED01068676EPC00496999PRD00000001.html,47.60614,-122.332863,address,Dining,Coffee House,,,
Caffe Ladro,452 N. 36th St.,Seattle,WA,98103,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Caffe_Ladro/coupon/00315119003RED00671691EPC00496999PRD00000001.html,47.65207,-122.353238,address,Dining,Coffee House,,,
Tully's Coffee,1015 3rd Ave,Seattle,WA,98104,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236499EPC00496999PRD00000001.html,47.605667,-122.334254,address,Dining,Coffee House,,,
Tully's Coffee,701 5th Ave,Seattle,WA,98104,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236485EPC00496999PRD00000001.html,47.60445,-122.329921,address,Dining,Coffee House,,,
Tully's Coffee,821 2nd Ave Ste 402,Seattle,WA,98104,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236522EPC00496999PRD00000001.html,47.604037,-122.334289,address,Dining,Coffee House,,,
Trabant Coffee & Chai,602 2nd Ave.,Seattle,WA,98104,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Trabant_Coffee__Chai/coupon/00313544003RED01170496EPC00496999PRD00000001.html,47.602406,-122.33257,address,Dining,Coffee House,,,
Katy's Corner Cafe,2000 E. Union St.,Seattle,WA,98122,2-for-1 Menu Item,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Katys_Corner_Cafe/coupon/00314647003RED01248220EPC00497999PRD00000001.html,47.612998,-122.306108,address,Dining,Coffee House,,,
Tully's Coffee,408 2nd Ave S,Seattle,WA,98104,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236507EPC00496999PRD00000001.html,47.599043,-122.331389,address,Dining,Coffee House,,,
Chocolati Cafe,1716 N. 45th St.,Seattle,WA,98103,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Chocolati_Cafe/coupon/00312539003RED01068677EPC00496999PRD00000001.html,47.661546,-122.337162,address,Dining,Coffee House,,,
Tully's Coffee,2100 N 45th St,Seattle,WA,98103,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236497EPC00496999PRD00000001.html,47.661482,-122.333592,address,Dining,Coffee House,,,
Tully's Coffee,625 5th Ave S,Seattle,WA,98104,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236516EPC00496999PRD00000001.html,47.597277,-122.327865,address,Dining,Coffee House,,,
Trabant Coffee & Chai,1309 NE 45th St.,Seattle,WA,98105,2-for-1 Discount,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Trabant_Coffee__Chai/coupon/00313544003RED01170495EPC00496999PRD00000001.html,47.661201,-122.314072,address,Dining,Coffee House,,,
Tully's Coffee,4507 Brooklyn Ave NE,Seattle,WA,98105,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236521EPC00496999PRD00000001.html,47.661477,-122.314413,address,Dining,Coffee House,,,
Tully's Coffee,4700 University Way NE,Seattle,WA,98105,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236520EPC00496999PRD00000001.html,47.663293,-122.312878,address,Dining,Coffee House,,,
Tully's Coffee,4036 E Madison St,Seattle,WA,98112,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236475EPC00496999PRD00000001.html,47.633983,-122.280924,address,Dining,Coffee House,,,
Tully's Coffee,3223 W McGraw St,Seattle,WA,98199,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236484EPC00496999PRD00000001.html,47.63937,-122.398735,address,Dining,Coffee House,,,
Tully's Coffee,3042 NE 45th St Ste A,Seattle,WA,98105,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314426003RED01236479EPC00496999PRD00000001.html,47.66141,-122.293308,address,Dining,Coffee House,,,
Tully's Coffee,2060 NW Market St,Seattle,WA,98107,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236486EPC00496999PRD00000001.html,47.66883,-122.383679,address,Dining,Coffee House,,,
Tully's Coffee,4800 Sand Point Way NE,Seattle,WA,98105,2-for-1 Discount,FREE FLAVORED LATTE,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314423003RED01236524EPC00496999PRD00000001.html,47.664214,-122.283288,address,Dining,Coffee House,,,
Tully's Coffee,3100 Airport Way S,Seattle,WA,98134,50% Off Discount,50% OFF,http://seattle.entertainment.com/discount/Tullys_Coffee/coupon/00314429003RED01236527EPC00496999PRD00000001.html,47.576224,-122.3212,address,Dining,Coffee House,,,
Chocolati Cafe,7710 Aurora Ave. N.,Seattle,WA,98103,50% Off Food/Beverage,UP TO $5.00 VALUE,http://seattle.entertainment.com/discount/Chocolati_Cafe/coupon/00312539003RED01068675EPC00496999PRD00000001.html,47.684917,-122.344409,address,Dining,Coffee House,,,
